T_K,P_GPa,x_B,k,S_cc,a,b,S_cc0
1800,0,0.9000,1.1500,7.187729e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.1600,6.574660e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.2000,6.800629e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.2300,8.778251e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.2600,6.183069e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.2800,7.368061e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.3200,6.704020e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.3300,7.483411e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.3400,8.247355e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.3700,8.324092e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.3800,8.331114e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.3900,7.106779e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.4000,7.993058e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.4400,8.276266e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.4500,8.133523e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.4800,9.418544e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.5000,8.736650e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.5300,7.224977e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.5400,9.160286e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.5800,9.076528e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.5900,8.396660e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.6000,1.021313e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.6300,9.296558e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.6400,8.394066e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.6700,8.567917e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.6800,8.973493e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.7100,8.169811e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.7300,8.385647e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.7400,8.301564e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.7500,8.868066e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.7600,9.131795e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.7700,8.610583e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.7900,9.113644e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.8000,8.771106e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.8200,9.156113e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.8400,9.613938e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.8500,9.890760e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.8800,8.717515e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.8900,9.774876e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.9100,8.851976e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.9600,9.487223e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.9800,8.887340e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,1.9900,9.178534e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.0000,1.226314e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.0100,9.345350e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.0200,9.828415e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.0300,9.407486e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.0400,1.025659e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.0700,1.027031e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.0900,8.958473e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.1200,9.599525e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.1300,9.866380e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.1700,9.741145e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.1900,1.030257e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.2100,9.642862e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.2400,1.099814e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.3000,1.143795e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.3100,1.062078e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.3300,1.018751e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.4000,1.059745e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.4100,1.072025e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.4600,1.006171e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.5100,1.032637e-01,7.024739e+06,1.665829e+08,7.024739e+06
1800,0,0.9000,2.6600,9.850307e-02,7.024739e+06,1.665829e+08,7.024739e+06
1800,10,0.1000,0.2800,5.175237e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.4300,1.955397e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.5000,4.899547e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.5100,6.431273e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.5500,7.262364e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.5700,7.025262e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.6600,9.627955e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.7000,7.472791e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.7200,6.191464e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.7500,7.120059e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.8300,6.429397e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.8600,6.162002e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.9000,5.859890e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.9300,5.645739e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.9700,7.788675e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,0.9900,7.849909e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.0000,7.302765e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.0200,6.698898e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.0300,6.440903e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.0400,6.754898e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.0600,6.348184e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.0900,8.102367e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.1100,5.373461e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.1300,5.824766e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.1400,6.300563e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.1500,5.456069e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.1900,8.038444e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.2100,7.862623e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.2200,7.503333e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.2900,7.819246e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.3000,7.212984e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.3200,8.069082e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.3500,8.891913e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.3700,7.974335e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.3800,7.846724e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.4000,8.025676e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.4100,7.537620e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.4300,9.258009e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.4900,8.827600e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.5100,7.296795e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.5300,8.260036e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.5500,8.921317e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.5600,8.688618e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.5700,7.331854e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.5900,8.293122e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.6100,8.484117e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.6300,1.026299e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.6600,8.572943e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.7000,7.895770e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.7200,9.224929e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.7300,8.706893e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.7400,9.793815e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.7600,9.479221e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.7700,9.823203e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.7900,7.946908e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.8000,9.163858e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.8100,8.957215e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.8200,8.916942e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.8300,9.468965e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.8700,9.641043e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.9100,8.974581e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.9200,9.946378e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.9700,9.690770e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.9800,8.524200e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,1.9900,9.926339e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0000,1.034522e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0100,9.295492e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0300,1.089194e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0400,8.860248e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0500,1.142122e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0600,1.014183e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0700,9.556354e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.0800,9.718388e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.1000,1.006306e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.1300,9.579788e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.1500,1.056514e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.1700,9.481808e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.1800,1.033339e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.2000,9.476423e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.2200,9.828561e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.2500,9.555001e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.2700,1.018046e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.2800,1.044539e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.2900,1.010758e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.3000,1.029566e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.3300,1.015924e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.3400,1.034325e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.3500,1.051139e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.3900,9.889988e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.4000,9.518098e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.4300,1.030164e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.4500,1.042237e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.5300,1.013985e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.5400,9.812551e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.6300,9.884467e-02,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.6400,1.154654e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.6600,1.095933e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.7000,1.023646e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.7700,1.151092e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.1000,2.8600,1.138108e-01,6.634060e-02,6.381914e-14,6.634060e-02
1800,10,0.2000,0.5100,6.462619e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,0.5200,6.253677e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,0.5400,5.186721e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,0.7300,6.851546e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,0.7400,7.329122e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,0.7500,8.228558e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,0.9100,8.156613e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.0300,1.252700e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.0400,6.635963e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.0800,7.884833e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.1500,9.837348e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.1600,8.896172e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.1700,9.242824e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.1900,1.002955e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.2000,1.008005e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.2700,1.004051e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.2800,9.521772e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.3000,8.449336e-02,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.4600,1.129868e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.4900,1.204090e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.5000,1.197290e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.5400,1.546196e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.5600,1.402234e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.5800,1.415017e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.6100,1.602878e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.6300,1.353641e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.6500,1.360258e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.6900,1.484330e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.7000,1.226652e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.7100,1.239373e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.7300,1.655180e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.7700,1.787013e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.8200,1.847762e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.8600,1.442081e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.8700,2.051265e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.8800,2.059430e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9000,1.801456e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9100,1.956294e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9200,1.650528e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9400,1.848408e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9500,1.825576e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9700,2.017687e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9800,1.962703e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,1.9900,1.893468e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.0500,1.893306e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.0900,1.909855e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.1200,2.222477e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.1500,1.967252e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.1600,2.165864e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.1800,1.984418e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.1900,2.186336e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2000,1.927787e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2100,2.138798e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2200,1.984947e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2300,1.932422e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2500,2.107937e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2600,2.161900e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2700,2.343427e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.2900,2.242301e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3000,2.116247e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3100,2.209464e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3200,2.407669e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3300,1.949967e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3500,2.063259e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3700,2.123602e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3800,2.190003e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.3900,2.248260e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.4000,2.097399e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.4400,2.115765e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.4500,2.229647e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.4600,2.059241e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.4700,2.414141e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.5400,2.379330e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.5600,2.271210e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.5800,2.413699e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.5900,2.504994e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.6000,2.352030e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.6100,2.181500e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.6400,2.221698e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.6500,2.257400e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.6600,2.389251e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.6900,2.136439e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.7000,2.164741e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.7100,2.293892e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.7200,2.171863e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.8000,2.076162e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.8100,2.127753e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.8300,2.196182e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.8400,2.119816e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.8500,2.194949e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.9300,2.092773e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.9700,1.955211e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,2.9800,1.939551e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.0000,2.131929e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.0200,1.585627e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.0400,1.637401e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.0500,1.645193e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.0700,1.520276e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.1200,1.407206e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.1500,1.335372e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.1700,1.294016e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.3400,1.038549e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.3600,1.139204e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.3700,1.108708e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.2000,3.6300,1.065748e-01,6.969052e-02,1.053382e-13,6.969052e-02
1800,10,0.3000,0.3400,5.126304e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.4100,3.188456e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.5000,7.042048e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.5300,5.708448e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.6000,5.034166e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.6400,6.119250e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.6800,5.218128e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.7300,6.854233e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.7900,5.096828e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.8200,7.324364e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.8400,6.487298e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.8900,7.758700e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.9400,7.235903e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.9600,7.058899e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,0.9900,7.740537e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.0200,7.383465e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.0500,8.320310e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.0600,8.805414e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.0700,7.635923e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.1000,7.293335e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.1200,7.684878e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.1300,8.054570e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.1700,1.061723e-01,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.2000,1.025921e-01,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.2300,1.085943e-01,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.2700,1.168143e-01,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.2800,9.800960e-02,5.744328e-02,2.213914e-11,5.744328e-02
1800,10,0.3000,1.2900,1.219441e-01,5.744328e-02,2.213914e-11,5.744328e-02
